#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     115.009     115.009           0
           2     124.811      119.91     3.46535
           3      116.74     118.853     2.46607
           4     114.166     117.681     2.10962
           5     124.998     119.145     2.13568
           6     118.017     118.957     1.78799
           7     120.351     119.156     1.54361
           8     112.377     118.309     1.56605
           9     115.956     118.047     1.41369
          10     115.652     117.808     1.29246
          11      115.23     117.573     1.19602
          12     122.535     117.987     1.16563
          13     109.606     117.342     1.24151
          14      119.16     117.472     1.15961
          15     123.872     117.899     1.15814
          16     124.108     118.287     1.14894
          17     124.956     118.679     1.14638
          18     124.704     119.014      1.1305
          19      124.83      119.32     1.11168
          20      124.92       119.6     1.09079
          21     124.588     119.837     1.06439
          22     122.488     119.958      1.0228
          23     124.853     120.171     1.00023
          24     120.544     120.186    0.958677
          25     124.902     120.375    0.938702
          26     124.464     120.532    0.915678
          27      122.98     120.623    0.886241
          28      107.95      120.17    0.963248
          29     121.206     120.206    0.930695
          30     124.854     120.361    0.912476
          31     123.668     120.468    0.889256
          32     124.896     120.606    0.872167
          33     123.279     120.687     0.84949
          34     118.838     120.633    0.826244
          35     103.569     120.145    0.935478
          36     124.879     120.276     0.91869
          37     123.791     120.371    0.898758
          38     124.794     120.488     0.88261
          39     120.825     120.497    0.860021
          40     122.253      120.54    0.839641
          41      124.84     120.645    0.825684
          42     124.976     120.748    0.812437
          43     124.756     120.842    0.798872
          44     124.905     120.934    0.786035
          45     124.696     121.018    0.773001
          46     106.276     120.697     0.81994
          47     123.615     120.759    0.804842
          48     123.793     120.822    0.790553
          49     124.966     120.907    0.778929
          50     124.595     120.981    0.766834
          51     124.978     121.059    0.755794
          52     124.163     121.119    0.743613
          53      124.95     121.191    0.733087
          54      115.72      121.09    0.726479
          55     103.242     120.765    0.782396
          56     119.393     120.741    0.768809
          57     102.723     120.425    0.817723
          58     123.486     120.477    0.805326
          59     122.232     120.507    0.792225
          60     123.477     120.557    0.780566
          61     122.562      120.59    0.768462
          62     122.231     120.616    0.756524
          63     111.309     120.468    0.758802
          64     124.738     120.535    0.749873
          65     124.248     120.592    0.740509
          66      110.78     120.443    0.744062
          67     124.957     120.511       0.736
          68     124.864     120.575    0.727956
          69      118.43     120.544    0.718069
          70     123.842     120.591    0.709355
          71     122.697     120.621    0.699984
          72     124.943     120.681    0.692831
          73     124.379     120.731     0.68519
          74     112.035     120.614    0.685934
          75      121.34     120.623    0.676856
          76     95.1671     120.288     0.74624
          77     84.7512     119.827    0.867606
          78     124.969     119.893    0.858984
          79     112.835     119.804    0.852744
          80     115.083     119.745    0.844124
          81     124.769     119.807    0.835979
          82     124.728     119.867    0.827935
          83      124.99     119.928    0.820258
          84     121.497     119.947    0.810706
          85     124.931     120.006    0.803286
          86      119.85     120.004    0.793947
          87     124.807     120.059    0.786739
          88     123.495     120.098    0.778766
          89     118.457      120.08    0.770234
          90     124.797     120.132    0.763457
          91     121.938     120.152    0.755326
          92     124.599       120.2     0.74866
          93     123.946      120.24    0.741693
          94     124.978     120.291    0.735513
          95     118.383     120.271    0.728045
          96     124.976      120.32    0.722109
          97     123.902     120.357    0.715608
          98     123.442     120.388    0.708998
          99     101.506     120.197     0.72704
         100     111.052     120.106    0.725499
