#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     1.85391     1.85391           0
           2     1.89893     1.87642   0.0159182
           3     1.94284     1.89856   0.0209614
           4     1.75495     1.86266   0.0348398
           5     1.95176     1.88048   0.0321081
           6     1.83545     1.87297     0.02762
           7     1.94836     1.88374   0.0256885
           8     1.94201     1.89103   0.0234873
           9     1.90669     1.89277   0.0209421
          10     1.93107      1.8966   0.0191949
          11     1.95202     1.90164   0.0180992
          12     1.84074     1.89656   0.0172877
          13     2.09955     1.91218   0.0219025
          14     1.71849     1.89834   0.0243178
          15     1.77654     1.89022   0.0240141
          16     1.92599     1.89246    0.022617
          17     1.94549     1.89558   0.0215007
          18     1.87348     1.89435   0.0203412
          19     1.85194     1.89212   0.0193927
          20     1.91174      1.8931   0.0184479
          21     1.91432     1.89411    0.017597
          22     1.76905     1.88842   0.0176916
          23     1.81929     1.88542   0.0171758
          24     2.16756     1.89717   0.0200844
          25     1.81798     1.89401   0.0195293
          26     1.93624     1.89563   0.0188455
          27     1.80421     1.89225   0.0184492
          28     1.90113     1.89256   0.0177931
          29     1.83499     1.89058   0.0172899
          30     1.85167     1.88928   0.0167621
          31     2.03616     1.89402   0.0168778
          32     1.94507     1.89561   0.0164256
          33     1.92109     1.89639    0.015946
          34     1.96865     1.89851    0.015618
          35     1.85839     1.89737   0.0152138
          36     1.83075     1.89551   0.0149033
          37      1.9552     1.89713   0.0145875
          38     1.96522     1.89892   0.0143133
          39     1.72646      1.8945   0.0146134
          40     1.87166     1.89393   0.0142592
          41     1.94061     1.89507   0.0139568
          42     1.94505     1.89626   0.0136752
          43     1.83962     1.89494   0.0134204
          44     2.04216     1.89828   0.0135261
          45     1.91326     1.89862   0.0132296
          46     1.98868     1.90058   0.0130861
          47     1.81034     1.89866   0.0129477
          48     1.99791     1.90072    0.012842
          49     1.83974     1.89948   0.0126401
          50     1.84866     1.89846   0.0124281
          51     1.73219      1.8952   0.0126048
          52     1.75311     1.89247   0.0126551
          53     2.09147     1.89622   0.0129614
          54     1.82248     1.89486   0.0127931
          55     1.84159     1.89389   0.0125971
          56     1.99713     1.89573   0.0125064
          57     1.80668     1.89417   0.0123841
          58     1.84681     1.89335   0.0121975
          59     1.99578     1.89509   0.0121137
          60     1.87252     1.89471   0.0119176
          61     1.86045     1.89415   0.0117355
          62     1.75262     1.89187   0.0117661
          63     1.88335     1.89173   0.0115801
          64      1.7474     1.88948   0.0116167
          65     1.87091     1.88919   0.0114415
          66     1.94425     1.89003   0.0112985
          67     1.93085     1.89064   0.0111463
          68     1.83747     1.88986   0.0110098
          69     1.88209     1.88974   0.0108508
          70      1.7282     1.88743   0.0109384
          71     1.77826      1.8859   0.0108919
          72     1.92895      1.8865    0.010757
          73     1.87068     1.88628   0.0106119
          74     1.88314     1.88624   0.0104685
          75     1.85188     1.88578    0.010339
          76     1.76466     1.88418    0.010325
          77     1.80601     1.88317   0.0102407
          78     1.88696     1.88322   0.0101096
          79     1.91573     1.88363  0.00998997
          80     2.00722     1.88517  0.00998384
          81     1.89369     1.88528  0.00986113
          82     2.01328     1.88684  0.00986366
          83     1.77568      1.8855  0.00983532
          84     1.84641     1.88504  0.00972923
          85     1.85414     1.88467  0.00962156
          86     1.95131     1.88545  0.00954083
          87     2.01993     1.88699  0.00955556
          88     2.13316     1.88979  0.00984794
          89     1.82172     1.88903  0.00976694
          90      1.7618     1.88761  0.00976019
          91     1.68095     1.88534  0.00991361
          92     1.76545     1.88404  0.00989114
          93     1.86926     1.88388  0.00978606
          94     1.87336     1.88377   0.0096826
          95     1.98249     1.88481  0.00963628
          96      1.7696     1.88361  0.00961034
          97     1.96984      1.8845  0.00955229
          98     1.90176     1.88467  0.00945644
          99     1.84228     1.88424  0.00937061
         100     1.96565     1.88506   0.0093122
