#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     166.647     166.647           0
           2     166.667     166.657  0.00678822
           3      166.66     166.658  0.00460181
           4     166.667      166.66  0.00391929
           5     166.667     166.662  0.00333996
           6     166.667     166.662  0.00289135
           7     166.667     166.663  0.00254239
           8     166.667     166.663  0.00226574
           9     154.874     165.354     1.23503
          10      166.66     165.484     1.11842
          11      166.65      165.59     1.02176
          12     166.667      165.68    0.940541
          13     166.667     165.756    0.871249
          14     166.667     165.821    0.811442
          15     166.667     165.877    0.759303
          16     166.667     165.927    0.713448
          17     166.663      165.97    0.672795
          18     166.667     166.009     0.63653
          19     166.667     166.043     0.60397
          20     166.667     166.074    0.574575
          21     166.667     166.103    0.547906
          22     166.667     166.128    0.523601
          23     166.667     166.152    0.501359
          24     166.667     166.173    0.480928
          25     166.667     166.193    0.462095
          26     166.667     166.211    0.444682
          27     166.499     166.222     0.42834
          28     166.667     166.238    0.413336
          29     166.667     166.252    0.399348
          30      166.66     166.266    0.386268
          31     166.667     166.279    0.374024
          32     166.667     166.291    0.362532
          33     166.657     166.302    0.351715
          34     166.667     166.313    0.341534
          35     166.667     166.323    0.331926
          36     166.667     166.333    0.322843
          37     166.667     166.342    0.314243
          38     166.546     166.347     0.30602
          39      165.65     166.329    0.298694
          40      166.66     166.337    0.291341
          41     166.667     166.345    0.284346
          42     166.667     166.353    0.277679
          43     166.663      166.36    0.271315
          44     166.667     166.367    0.265238
          45     166.667     166.374    0.259427
          46     166.667      166.38    0.253866
          47     166.667     166.386    0.248538
          48     166.667     166.392    0.243428
          49     166.667     166.398    0.238525
          50     166.667     166.403    0.233815
          51     166.667     166.408    0.229287
          52     166.667     166.413    0.224932
          53     166.123     166.408    0.220755
          54     165.981       166.4    0.216808
          55     166.667     166.405     0.21292
          56     166.663     166.409    0.209168
          57     166.667     166.414    0.205547
          58     166.667     166.418    0.202049
          59     166.667     166.422    0.198669
          60     166.667     166.427    0.195399
          61     166.667      166.43    0.192236
          62     165.354     166.413    0.189918
          63     166.667     166.417    0.186946
          64     166.667     166.421    0.184065
          65     165.648     166.409    0.181618
          66     166.632     166.413    0.178897
          67     166.667     166.416    0.176267
          68     166.641      166.42    0.173706
          69     166.667     166.423    0.171226
          70     166.558     166.425     0.16879
          71      166.66     166.428    0.166446
          72     166.667     166.432    0.164167
          73     166.605     166.434    0.161935
          74     166.667     166.437    0.159777
          75     166.667      166.44    0.157676
          76     166.667     166.443     0.15563
          77     166.667     166.446    0.153635
          78     166.667     166.449    0.151692
          79     166.657     166.452    0.149794
          80     166.667     166.454    0.147946
          81     166.663     166.457    0.146142
          82     166.667     166.459    0.144382
          83     166.667     166.462    0.142664
          84     166.667     166.464    0.140987
          85     166.667     166.467    0.139348
          86     166.667     166.469    0.137747
          87     166.667     166.471    0.136183
          88     166.667     166.474    0.134653
          89     166.667     166.476    0.133158
          90     166.667     166.478    0.131695
          91     166.667      166.48    0.130264
          92     166.667     166.482    0.128864
          93     166.667     166.484    0.127494
          94     166.667     166.486    0.126152
          95     166.667     166.488    0.124839
          96     166.667      166.49    0.123552
          97     166.667     166.492    0.122292
          98     166.667     166.493    0.121057
          99     166.667     166.495    0.119847
         100     166.667     166.497    0.118661
