#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     18.4685     18.4685           0
           2     15.3953     16.9319     1.08653
           3     17.2724     17.0454    0.730259
           4     11.6428     15.6947     1.29157
           5     15.2263      15.601     1.03665
           6     13.4257     15.2385    0.925103
           7     14.7203     15.1645    0.795902
           8     13.7803     14.9914    0.714972
           9     16.3533     15.1428    0.651348
          10     11.3868     14.7672    0.686014
          11     15.7238     14.8541    0.629137
          12     16.0893     14.9571    0.585068
          13     14.9075     14.9532    0.540075
          14     16.5392     15.0665    0.513241
          15     12.6931     14.9083    0.502825
          16     17.5034     15.0705    0.496869
          17     12.8602     14.9405    0.484354
          18      14.361     14.9083    0.458514
          19       14.55     14.8894    0.434769
          20     15.2934     14.9096    0.413499
          21     12.5332     14.7965       0.409
          22     16.2797     14.8639    0.395927
          23      13.468     14.8032    0.383337
          24     13.2366     14.7379     0.37288
          25     16.0823     14.7917    0.361822
          26     15.3166     14.8119    0.348469
          27     19.5975     14.9891    0.377961
          28     13.3377     14.9301    0.369035
          29     17.0832     15.0044    0.363702
          30     19.3857     15.1504     0.37977
          31     14.2851     15.1225    0.368544
          32     16.1615      15.155    0.358454
          33     11.7222      15.051    0.362372
          34     11.8193     14.9559    0.363966
          35     15.7162     14.9776    0.354215
          36     17.0546     15.0353    0.349042
          37     18.3768     15.1256    0.351097
          38     16.0904      15.151    0.342774
          39      15.508     15.1602    0.334108
          40     11.6224     15.0717    0.337258
          41     15.7244     15.0877    0.329408
          42     15.3432     15.0937    0.321621
          43     16.7971     15.1334    0.316571
          44     16.8135     15.1715    0.311671
          45     14.7856      15.163    0.304863
          46     13.6202     15.1294    0.300074
          47     13.9792     15.1049    0.294686
          48     15.3731     15.1105      0.2886
          49     17.1992     15.1532     0.28584
          50     11.9385     15.0889    0.287263
          51     14.4644     15.0766    0.281891
          52     13.5363      15.047    0.278023
          53     14.5081     15.0368    0.272963
          54     12.6387     14.9924    0.271496
          55     17.3818     15.0359    0.270013
          56     13.9753     15.0169    0.265855
          57     14.6973     15.0113     0.26125
          58     13.8368     14.9911    0.257529
          59     15.7515      15.004    0.253487
          60      15.399     15.0105    0.249348
          61      16.142     15.0291    0.245949
          62     14.0405     15.0131    0.242498
          63     13.9114     14.9957    0.239279
          64     13.9646     14.9795    0.236082
          65     14.0677     14.9655    0.232866
          66     12.6646     14.9307    0.231933
          67     14.9528      14.931    0.228471
          68     14.3572     14.9225    0.225267
          69     12.2212     14.8834    0.225379
          70     13.3253     14.8611    0.223256
          71     15.3445     14.8679    0.220215
          72     15.8711     14.8819    0.217597
          73      16.861      14.909    0.216298
          74     13.7463     14.8933    0.213945
          75     15.5501      14.902    0.211272
          76     16.1336     14.9182    0.209113
          77     15.1237     14.9209    0.206414
          78     18.4997     14.9668    0.208805
          79     14.9799      14.967    0.206162
          80     15.5537     14.9743    0.203715
          81     17.0083     14.9994    0.202742
          82     18.4042     15.0409    0.204477
          83     18.2955     15.0801    0.205739
          84     18.9365      15.126    0.208349
          85     17.5852      15.155    0.207897
          86     14.8034     15.1509     0.20552
          87     12.3222     15.1184    0.205713
          88     11.7598     15.0802    0.206886
          89     11.8131     15.0435    0.207793
          90     15.0748     15.0438    0.205484
          91      15.993     15.0543    0.203491
          92     16.2007     15.0667     0.20166
          93     16.9769     15.0873    0.200535
          94     16.1111     15.0982    0.198697
          95     17.0907     15.1191    0.197709
          96     14.1889     15.1095    0.195887
          97     14.4835      15.103    0.193974
          98     13.0878     15.0824    0.193081
          99     11.4798      15.046     0.19453
         100     17.4819     15.0704    0.194104
