#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1      10.568      10.568           0
           2     10.6099      10.589   0.0148021
           3     10.8537     10.6772   0.0727239
           4     9.58949     10.4053     0.24173
           5     10.1655     10.3573    0.198083
           6     8.86267     10.1082    0.280999
           7     9.16311      9.9732    0.271361
           8     9.53098     9.91792    0.243005
           9     8.93044      9.8082    0.239497
          10     9.59811     9.78719    0.216467
          11     10.7309     9.87298    0.213112
          12     11.1509     9.97948    0.220359
          13      10.001     9.98114    0.203415
          14     9.11142     9.91901    0.198144
          15     8.64842     9.83431    0.202232
          16     12.0473     9.97262     0.23212
          17     8.06367     9.86033    0.244121
          18     8.89036     9.80644    0.236431
          19     10.2219     9.82831    0.224996
          20     9.76013      9.8249    0.213772
          21     9.07218     9.78905    0.206576
          22     13.8578     9.97399    0.267452
          23     10.3435     9.99006    0.256306
          24     10.4627     10.0098    0.246382
          25     10.4499     10.0274    0.237155
          26     11.0057      10.065    0.230999
          27     12.9748     10.1728    0.246305
          28     8.39209     10.1092    0.245581
          29       9.668      10.094    0.237583
          30     9.86438     10.0863    0.229787
          31      10.751     10.1077    0.223373
          32     9.33556     10.0836    0.217692
          33     7.67413     10.0106    0.223004
          34      10.932     10.0377    0.218085
          35     9.10336      10.011    0.213482
          36     10.6141     10.0278    0.208208
          37     12.7308     10.1008    0.215016
          38     10.1078      10.101    0.209358
          39     9.79869     10.0932    0.204133
          40      10.833     10.1117    0.199866
          41     10.8918     10.1308    0.195895
          42     8.60629     10.0945    0.194564
          43     10.4679     10.1031    0.190233
          44     12.1074     10.1487    0.191286
          45     11.3992     10.1765    0.189042
          46     11.3015     10.2009    0.186508
          47     9.91596     10.1949    0.182638
          48     10.7005     10.2054    0.179137
          49     9.66756     10.1944    0.175817
          50     9.16233     10.1738    0.173508
          51     10.0107     10.1706    0.170135
          52     9.49493     10.1576    0.167359
          53     11.4213     10.1814    0.165891
          54     10.2952     10.1836    0.162832
          55     8.84373     10.1592    0.161684
          56     11.7498     10.1876    0.161272
          57     8.84147      10.164    0.160163
          58     8.17484     10.1297    0.161031
          59     11.2407     10.1485    0.159399
          60     10.8636     10.1604    0.157187
          61     9.51598     10.1499    0.154965
          62     8.65887     10.1258     0.15432
          63     7.51789     10.0844    0.157325
          64     8.34518     10.0572    0.157196
          65     10.3279     10.0614    0.154833
          66     11.0279     10.0761    0.153178
          67     11.1178     10.0916    0.151679
          68     9.06373     10.0765      0.1502
          69     11.2206     10.0931    0.148935
          70     10.9173     10.1048    0.147272
          71     10.1274     10.1052    0.145198
          72     8.81062     10.0872    0.144291
          73     11.5402     10.1071     0.14368
          74     10.5172     10.1126    0.141846
          75       9.328     10.1022     0.14034
          76     9.31853     10.0919    0.138871
          77     10.7399     10.1003    0.137323
          78     12.5553     10.1317    0.139122
          79     9.76513     10.1271    0.137439
          80     10.6451     10.1336    0.135873
          81     10.5415     10.1386    0.134289
          82     10.4971      10.143    0.132722
          83     11.2409     10.1562    0.131781
          84     11.2066     10.1687    0.130804
          85     9.46578     10.1605    0.129526
          86     9.69689     10.1551    0.128132
          87     10.1687     10.1552     0.12666
          88     9.35896     10.1462    0.125543
          89     8.98956     10.1332    0.124803
          90     8.58176     10.1159    0.124601
          91     9.54376     10.1096    0.123391
          92     13.6773     10.1484    0.127998
          93     10.0228     10.1471    0.126629
          94     8.77442     10.1325    0.126121
          95     11.6794     10.1488     0.12584
          96     10.0636     10.1479    0.124532
          97     7.65562     10.1222    0.125871
          98     7.18218     10.0922    0.128112
          99     9.16336     10.0828    0.127161
         100     7.95862     10.0616    0.127651
