#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     83.3948     83.3948           0
           2     67.0343     75.2145      5.7843
           3     68.3916     72.9402     4.28003
           4     58.8309     69.4129     4.43123
           5     72.4047     70.0112     3.58516
           6     65.3999     69.2427      3.0689
           7     71.6391      69.585     2.64951
           8     84.3473     71.4303     2.89034
           9     67.4602     70.9892     2.60264
          10      65.317      70.422     2.40339
          11     62.0684     69.6625     2.30175
          12      88.891     71.2649     2.60873
          13     78.0302     71.7853     2.45942
          14     81.9394     72.5106      2.3883
          15      48.071     70.8813     2.72882
          16     92.6429     72.2414     2.87733
          17     72.4292     72.2525     2.70809
          18     68.1973     72.0272       2.567
          19     82.1116     72.5579     2.48616
          20     69.7666     72.4184     2.36576
          21     60.2114     71.8371     2.32342
          22     68.0562     71.6652     2.22416
          23     79.1318     71.9899     2.15102
          24      68.557     71.8468     2.06614
          25     67.5644     71.6755     1.99059
          26     79.6928     71.9839     1.93776
          27     48.0243     71.0965     2.05918
          28     78.2859     71.3532     2.00158
          29     85.1607     71.8294     1.98838
          30     86.3617     72.3138     1.98023
          31     72.0062     72.3039     1.91638
          32     91.8544     72.9148     1.95145
          33     87.0638     73.3436     1.93885
          34     80.9958     73.5686     1.89484
          35     64.6044     73.3125     1.85793
          36     82.8716      73.578      1.8252
          37     71.5934     73.5244     1.77665
          38     88.8557     73.9279     1.77512
          39     91.9147     74.3891     1.78851
          40     86.0944     74.6817     1.76758
          41     85.7743     74.9522     1.74505
          42     75.1913     74.9579     1.70351
          43      93.454     75.3881     1.71734
          44     49.0648     74.7898     1.77947
          45     74.0388     74.7731        1.74
          46     77.9797     74.8428     1.70357
          47     81.7818     74.9905     1.67371
          48      98.286     75.4758     1.70776
          49     88.8444     75.7486     1.69456
          50     55.5179      75.344     1.70829
          51     90.5731     75.6426     1.70069
          52     60.1563     75.3448     1.69386
          53     78.0563      75.396     1.66267
          54     83.3518     75.5433      1.6384
          55     75.2804     75.5385     1.60862
          56     81.7959     75.6503     1.58377
          57     71.7899     75.5825     1.55743
          58     82.1846     75.6964     1.53473
          59     71.5139     75.6255     1.51035
          60      79.464     75.6894     1.48654
          61     75.4068     75.6848     1.46217
          62     74.5998     75.6673     1.43869
          63     84.6892     75.8105     1.42297
          64     77.8624     75.8426     1.40109
          65     87.1924     76.0172     1.39038
          66     70.8855     75.9394     1.37148
          67      92.112     76.1808     1.37209
          68     62.8952     75.9854     1.36575
          69     80.6918     76.0536     1.34766
          70     73.6848     76.0198     1.32883
          71     80.5402     76.0835     1.31164
          72     87.9293      76.248      1.3037
          73      76.746     76.2548     1.28586
          74      67.377     76.1349     1.27407
          75     84.6004     76.2477     1.26207
          76     83.2325     76.3396     1.24881
          77     51.3507     76.0151     1.27406
          78     80.4439     76.0719     1.25899
          79     91.6608     76.2692     1.25842
          80      79.109     76.3047     1.24319
          81      81.801     76.3726      1.2297
          82     75.5565     76.3626     1.21474
          83      84.155     76.4565     1.20373
          84     84.0379     76.5467     1.19278
          85     90.0804      76.706     1.18932
          86      55.632     76.4609     1.20047
          87     94.0044     76.6626     1.20349
          88     83.4113     76.7393     1.19226
          89     68.0865      76.642     1.18282
          90      95.901      76.856     1.18887
          91      76.039      76.847     1.17584
          92      65.867     76.7277      1.1691
          93     57.6748     76.5228     1.17435
          94     88.3546     76.6487     1.16858
          95     79.3133     76.6767     1.15661
          96     76.6057      76.676     1.14457
          97     67.9018     76.5856     1.13634
          98     90.1759     76.7242     1.13317
          99     97.0101     76.9291      1.1401
         100     67.2442     76.8323     1.13281
