#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     1.10884     1.10884           0
           2     1.11626     1.11255  0.00262594
           3     1.09736     1.10749  0.00448866
           4       1.052     1.09362   0.0124763
           5     1.19379     1.11365    0.020512
           6     1.09946     1.11129   0.0172291
           7     1.10789      1.1108   0.0147746
           8      1.1425     1.11476   0.0134486
           9     1.08583     1.11155   0.0123327
          10     1.08285     1.10868   0.0114283
          11     1.16633     1.11392   0.0115286
          12     1.10137     1.11287   0.0106152
          13     1.21468     1.12071   0.0123542
          14     1.12977     1.12135   0.0114887
          15     1.03909     1.11587   0.0119603
          16     1.13445     1.11703    0.011269
          17     1.11071     1.11666   0.0106122
          18     1.12383     1.11706   0.0100301
          19     1.09896      1.1161  0.00954733
          20     1.09475     1.11504  0.00912945
          21      1.1001     1.11433  0.00872238
          22     1.04218     1.11105  0.00892107
          23     1.11129     1.11106   0.0085332
          24     1.18337     1.11407  0.00869338
          25     1.07785     1.11262  0.00846554
          26     1.07465     1.11116  0.00826498
          27     1.05055     1.10892  0.00825815
          28     1.13125     1.10971  0.00800163
          29      1.1314     1.11046  0.00776058
          30     1.07263      1.1092  0.00760367
          31     1.18434     1.11162  0.00773505
          32     1.13288     1.11229   0.0075218
          33     1.10753     1.11214  0.00729525
          34     1.13395     1.11279  0.00710884
          35     1.12797     1.11322  0.00691896
          36     1.05475     1.11159  0.00691473
          37     1.16564     1.11306  0.00688038
          38     1.11787     1.11318  0.00670048
          39      1.0195     1.11078  0.00694592
          40      1.1628     1.11208  0.00689294
          41     1.11388     1.11212  0.00672496
          42     1.19467     1.11409  0.00684603
          43     1.15041     1.11493  0.00673872
          44     1.14842      1.1157   0.0066284
          45     1.04885     1.11421  0.00664549
          46     1.11446     1.11422  0.00650102
          47     1.12743      1.1145  0.00636878
          48     1.15541     1.11535  0.00629287
          49     1.12051     1.11545  0.00616532
          50     1.08632     1.11487  0.00606949
          51     1.10027     1.11459  0.00595723
          52     1.12292     1.11475  0.00584482
          53     1.19401     1.11624  0.00592279
          54      1.1588     1.11703  0.00586531
          55      1.2145      1.1188  0.00602045
          56     1.17838     1.11987  0.00600622
          57     1.10453      1.1196  0.00590687
          58     1.11303     1.11948  0.00580611
          59     1.15289     1.12005  0.00573525
          60     1.21987     1.12171  0.00587602
          61     1.08284     1.12108  0.00581415
          62     1.09328     1.12063  0.00573763
          63     1.14617     1.12103  0.00566087
          64     1.01658      1.1194  0.00580291
          65     1.14085     1.11973  0.00572301
          66     1.11601     1.11967  0.00563658
          67     1.16211     1.12031  0.00558792
          68     1.15955     1.12088  0.00553546
          69     1.08717      1.1204  0.00547675
          70     1.07723     1.11978  0.00543313
          71     1.07351     1.11913  0.00539555
          72        1.09     1.11872  0.00533575
          73     1.15826     1.11927  0.00529008
          74     1.15606     1.11976  0.00524191
          75     1.10615     1.11958  0.00517517
          76     1.05712     1.11876  0.00517192
          77     1.11838     1.11875  0.00510476
          78     1.12259      1.1188  0.00503955
          79      1.0929     1.11848  0.00498641
          80     1.25025     1.12012  0.00518903
          81     1.18845     1.12097  0.00519307
          82     1.25645     1.12262  0.00538619
          83     1.05371     1.12179   0.0053849
          84      1.0849     1.12135  0.00533867
          85     1.18274     1.12207  0.00532449
          86     1.08852     1.12168  0.00527685
          87     1.17094     1.12225  0.00524648
          88     1.18875       1.123    0.005241
          89     1.09478     1.12269   0.0051917
          90     1.10514     1.12249  0.00513767
          91     1.04297     1.12162  0.00515499
          92     1.02394     1.12056  0.00520715
          93     1.14412     1.12081  0.00515732
          94     1.13295     1.12094  0.00510407
          95     1.19202     1.12169  0.00510489
          96     1.11273     1.12159  0.00505257
          97     1.15583     1.12195  0.00501279
          98     1.17711     1.12251  0.00499314
          99     1.03974     1.12167  0.00501222
         100     1.15323     1.12199  0.00497202
