#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     1.66882     1.66882           0
           2     1.68623     1.67753  0.00615576
           3     1.74883      1.7013   0.0198361
           4     1.60582     1.67743   0.0254678
           5     1.72249     1.68644   0.0219108
           6     1.62794     1.67669   0.0203125
           7     1.66788     1.67543   0.0174497
           8     1.73677      1.6831   0.0168689
           9     1.67843     1.68258   0.0150025
          10     1.69256     1.68358   0.0135354
          11     1.75134     1.68974    0.013635
          12     1.63803     1.68543    0.013162
          13     1.86091     1.69893   0.0177709
          14     1.59627      1.6916   0.0179509
          15     1.59611     1.68523   0.0178472
          16     1.67828      1.6848    0.016737
          17     1.73131     1.68753   0.0159746
          18     1.63163     1.68443    0.015386
          19      1.6707      1.6837   0.0145931
          20     1.64526     1.68178   0.0139895
          21     1.59184      1.6775   0.0139635
          22     1.54856     1.67164   0.0145068
          23      1.6843     1.67219   0.0138865
          24     1.81273     1.67804   0.0144902
          25     1.61952      1.6757   0.0140984
          26     1.72348     1.67754   0.0136754
          27     1.62997     1.67578   0.0132819
          28     1.70839     1.67694   0.0128585
          29     1.67774     1.67697   0.0124151
          30     1.55861     1.67303   0.0126126
          31     1.77024     1.67616   0.0125896
          32     1.72617     1.67772   0.0122928
          33     1.68291     1.67788   0.0119213
          34     1.65494     1.67721   0.0115897
          35      1.6701       1.677   0.0112604
          36     1.67232     1.67687   0.0109483
          37     1.76654      1.6793   0.0109174
          38     1.70932     1.68009   0.0106586
          39     1.52697     1.67616   0.0110849
          40     1.69544     1.67664   0.0108182
          41     1.70047     1.67722     0.01057
          42     1.74681     1.67888   0.0104474
          43     1.67404     1.67877    0.010205
          44     1.74352     1.68024   0.0100786
          45     1.60988     1.67868   0.0099752
          46     1.76191     1.68049   0.0099211
          47     1.59808     1.67873  0.00986374
          48     1.73072     1.67982  0.00971753
          49     1.64734     1.67915  0.00954178
          50     1.64414     1.67845   0.0093766
          51     1.54983     1.67593  0.00952587
          52     1.61879     1.67483  0.00940585
          53     1.82262     1.67762  0.00963286
          54      1.6198     1.67655  0.00951379
          55     1.72164     1.67737  0.00937608
          56     1.77762     1.67916    0.009378
          57     1.63307     1.67835  0.00924827
          58     1.59267     1.67687  0.00920606
          59     1.69866     1.67724  0.00905742
          60     1.72434     1.67803  0.00894042
          61      1.6436     1.67746  0.00881165
          62     1.56656     1.67568  0.00884924
          63     1.70831     1.67619  0.00872393
          64     1.52983     1.67391   0.0088823
          65     1.70901     1.67445  0.00876205
          66     1.73333     1.67534   0.0086746
          67     1.70888     1.67584  0.00855956
          68     1.69656     1.67614   0.0084391
          69     1.67793     1.67617  0.00831684
          70     1.54036     1.67423   0.0084213
          71     1.52262     1.67209  0.00856913
          72     1.68403     1.67226  0.00845172
          73      1.6859     1.67245    0.008338
          74     1.68621     1.67263   0.0082274
          75     1.65848     1.67244  0.00811987
          76     1.53124     1.67059  0.00822283
          77     1.63582     1.67013  0.00812843
          78     1.67997     1.67026  0.00802519
          79     1.70731     1.67073   0.0079373
          80      1.8006     1.67235  0.00800237
          81     1.68179     1.67247  0.00790443
          82     1.74999     1.67342  0.00786436
          83     1.52779     1.67166  0.00796292
          84     1.61757     1.67102  0.00789412
          85     1.68699      1.6712  0.00780349
          86     1.72873     1.67187  0.00774137
          87     1.80754     1.67343  0.00780787
          88     1.93064     1.67636  0.00824811
          89     1.67988      1.6764  0.00815553
          90     1.51816     1.67464  0.00825226
          91     1.48867     1.67259  0.00841081
          92     1.55288     1.67129  0.00841945
          93     1.71203     1.67173  0.00834031
          94     1.61088     1.67108  0.00827667
          95     1.80339     1.67248  0.00830589
          96     1.65371     1.67228  0.00822167
          97     1.75488     1.67313  0.00818089
          98      1.7332     1.67374  0.00812034
          99     1.59343     1.67293  0.00807874
         100     1.71021     1.67331  0.00800654
