#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     2.94791     2.94791           0
           2      2.9916     2.96976   0.0154452
           3     3.15036     3.02996     0.05022
           4     2.68911     2.94475   0.0828511
           5     2.99024     2.95385   0.0667787
           6     2.96481     2.95567   0.0556739
           7     3.00126     2.96219   0.0480998
           8     2.95127     2.96082   0.0421067
           9     3.16507     2.98352   0.0431124
          10     2.79029     2.96419   0.0429135
          11     2.88876     2.95734   0.0395565
          12     2.91044     2.95343   0.0364526
          13     3.12986       2.967   0.0360866
          14     2.79773     2.95491   0.0354767
          15      2.7318     2.94003   0.0360952
          16     2.82117     2.93261   0.0345953
          17     3.06603     2.94045   0.0334387
          18     3.00269     2.94391   0.0317592
          19     2.96044     2.94478   0.0300996
          20      2.9665     2.94587   0.0286142
          21     2.94199     2.94568   0.0272522
          22      2.8407     2.94091   0.0264279
          23     3.20304     2.95231   0.0276273
          24     3.21306     2.96317   0.0285326
          25      2.8757     2.95967    0.027605
          26     2.99913     2.96119   0.0265849
          27     3.02317     2.96349   0.0256992
          28     3.26231     2.97416   0.0269063
          29     2.92513     2.97247   0.0260316
          30      2.9362     2.97126   0.0251919
          31     3.17281     2.97776   0.0252043
          32     2.89639     2.97522   0.0245446
          33     3.19379     2.98184   0.0246783
          34     3.22441     2.98898   0.0249625
          35     3.06167     2.99105   0.0243355
          36      3.0453     2.99256   0.0237062
          37     2.95547     2.99156   0.0230866
          38     3.18207     2.99657    0.023017
          39     3.24496     3.00294   0.0232913
          40      2.9152     3.00075   0.0228121
          41     2.93391     2.99912   0.0223139
          42      2.7872     2.99407   0.0223458
          43     2.89536     2.99177   0.0219437
          44     3.05594     2.99323   0.0214934
          45     3.15861     2.99691   0.0213276
          46     3.02309     2.99748   0.0208716
          47      2.7832     2.99292   0.0209195
          48     3.10677     2.99529   0.0206177
          49     2.73363     2.98995    0.020877
          50     2.67483     2.98365   0.0213897
          51     2.89179     2.98185    0.021046
          52     2.71037     2.97663   0.0212789
          53     3.15234     2.97994   0.0211341
          54     3.05887      2.9814   0.0207932
          55     2.91734     2.98024   0.0204478
          56     3.05646      2.9816   0.0201279
          57     3.03466     2.98253   0.0197963
          58      3.0153      2.9831    0.019463
          59     3.05004     2.98423   0.0191662
          60      2.9031     2.98288   0.0188944
          61     2.83399     2.98044   0.0187416
          62      2.8945     2.97905   0.0184905
          63     2.87653     2.97742   0.0182685
          64     2.69741     2.97305   0.0184995
          65     2.94581     2.97263   0.0182197
          66     3.02031     2.97335   0.0179579
          67     3.28231     2.97796   0.0182724
          68     2.97851     2.97797   0.0180037
          69     2.80074      2.9754   0.0179251
          70      2.7635     2.97238   0.0179228
          71     2.74864     2.96922   0.0179452
          72     2.95427     2.96902   0.0176972
          73     3.14846     2.97147   0.0176246
          74     3.17421     2.97421   0.0175981
          75      2.8988     2.97321   0.0173922
          76     2.62943     2.96869   0.0177418
          77     2.66744     2.96477   0.0179376
          78     3.28953     2.96894   0.0181844
          79     2.88269     2.96785   0.0179869
          80      3.0205      2.9685   0.0177741
          81     3.15147     2.97076   0.0176977
          82     3.18876     2.97342   0.0176804
          83     2.85407     2.97198   0.0175257
          84     2.83329     2.97033   0.0173947
          85     3.02321     2.97095   0.0172012
          86     2.98851     2.97116   0.0170024
          87     3.02229     2.97175   0.0168171
          88     2.87356     2.97063    0.016663
          89     3.08219     2.97188   0.0165228
          90     3.01603     2.97237   0.0163465
          91      2.6612     2.96895   0.0165207
          92     2.61371     2.96509   0.0167863
          93     2.88766     2.96426   0.0166264
          94     2.85803     2.96313   0.0164879
          95      3.1389     2.96498   0.0164178
          96     2.98191     2.96516   0.0162478
          97      2.8352     2.96382   0.0161354
          98     2.98984     2.96408   0.0159729
          99     2.82986     2.96273    0.015869
         100     2.94167     2.96252   0.0157117
