#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     8.23572     8.23572           0
           2      8.1076     8.17166   0.0452973
           3      7.6686     8.00397    0.140206
           4     6.56782     7.64493    0.328236
           5     7.22546     7.56104      0.2731
           6     6.95768     7.46048      0.2454
           7     6.90844     7.38162    0.222654
           8     7.90772     7.44738    0.204304
           9     6.51322     7.34358    0.206292
          10     6.85186     7.29441    0.191433
          11      8.4243     7.39713    0.199695
          12     7.85002     7.43487    0.186586
          13     8.04044     7.48145    0.177953
          14     7.10624     7.45465    0.167248
          15     7.14376     7.43393    0.157377
          16     7.38398      7.4308    0.147572
          17     6.12022     7.35371    0.157749
          18     7.00354     7.33426    0.150179
          19     7.57026     7.34668    0.142788
          20     6.67426     7.31306    0.139551
          21      8.0479     7.34805    0.137223
          22     6.72072     7.31953    0.133915
          23     7.80454     7.34062    0.129742
          24     6.66662     7.31254     0.12734
          25     7.48622     7.31949    0.122435
          26      8.3069     7.35746    0.123476
          27     8.08148     7.38428     0.12178
          28     6.84006     7.36484    0.118971
          29     6.86678     7.34767    0.116102
          30      7.6731     7.35852    0.112737
          31     7.11062     7.35052    0.109384
          32      7.5352     7.35629    0.106118
          33     6.57456      7.3326    0.105513
          34     7.75084      7.3449    0.103124
          35     7.00822     7.33528    0.100626
          36     7.22666     7.33227   0.0978757
          37     8.11868     7.35352   0.0975109
          38     7.47442      7.3567   0.0949967
          39     6.88244     7.34454    0.093336
          40      8.5304     7.37419    0.095595
          41     7.17734     7.36939   0.0933839
          42      6.9529     7.35947   0.0916855
          43     7.66138     7.36649   0.0898217
          44     7.56014     7.37089    0.087888
          45     7.76414     7.37963   0.0863683
          46     7.98172     7.39272   0.0854768
          47      6.9073     7.38239   0.0842798
          48     7.43984     7.38359   0.0825325
          49     6.47294       7.365   0.0829142
          50     5.20486      7.3218   0.0918242
          51     6.95556     7.31462   0.0903041
          52     7.18308     7.31209   0.0886029
          53       7.207     7.31011   0.0869533
          54     7.68186     7.31699   0.0856152
          55     7.98374     7.32911   0.0849124
          56     8.53676     7.35068    0.086091
          57     6.73476     7.33987   0.0852561
          58     5.77234     7.31285   0.0879657
          59     9.03968     7.34212    0.091214
          60     8.23586     7.35701   0.0909019
          61     7.03738     7.35177   0.0895626
          62     7.01092     7.34627   0.0882866
          63     5.89018     7.32316   0.0898597
          64      6.5929     7.31175   0.0891771
          65     7.34214     7.31222   0.0878064
          66      8.6548     7.33256    0.088801
          67     7.27962     7.33177   0.0874792
          68     7.62542     7.33609   0.0862992
          69      7.6407      7.3405   0.0851614
          70     8.39944     7.35563   0.0852778
          71     6.55002     7.34428   0.0848282
          72     6.50902     7.33268   0.0844396
          73      8.7616     7.35226   0.0855215
          74     6.36332     7.33889   0.0854036
          75     6.97158       7.334   0.0844052
          76      6.4122     7.32187   0.0841616
          77     8.70148     7.33978   0.0849543
          78     7.17564     7.33768   0.0838912
          79     6.74188     7.33014   0.0831676
          80     7.76298     7.33555   0.0823038
          81     7.97112      7.3434   0.0816609
          82     7.06718     7.34003   0.0807345
          83     8.27404     7.35128   0.0805422
          84     7.52968      7.3534   0.0796114
          85         6.1     7.33866   0.0800288
          86     6.96282     7.33429   0.0792174
          87     8.25514     7.34487   0.0790109
          88     7.72562      7.3492   0.0782314
          89     6.56392     7.34038   0.0778484
          90      6.4586     7.33058   0.0775975
          91     7.32092     7.33047   0.0767448
          92      7.8925     7.33658   0.0761534
          93     6.44566       7.327   0.0759347
          94     7.48312     7.32866    0.075145
          95     8.08232      7.3366   0.0747716
          96      7.5762     7.33909   0.0740344
          97     6.77566     7.33328   0.0734987
          98     5.92692     7.31893   0.0741364
          99      6.5469     7.31113   0.0737966
         100     6.10586     7.29908   0.0740363
