#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     4.43803     4.43803           0
           2     4.21913     4.32858   0.0773928
           3     4.36517     4.34078   0.0525472
           4     4.22885      4.3128   0.0462647
           5     4.41797     4.33383   0.0415189
           6     4.59028     4.37657   0.0521489
           7      4.9008     4.45146    0.082494
           8     4.89287     4.50664    0.088736
           9     4.20595     4.47323   0.0849334
          10      4.5134     4.47725    0.076535
          11      4.4861     4.47805   0.0695815
          12     4.67237     4.49424   0.0656402
          13     4.69678     4.50982   0.0624126
          14     4.40982     4.50268   0.0583619
          15     4.64558     4.51221   0.0552432
          16     4.45522     4.50864   0.0519052
          17     4.41215     4.50297   0.0491614
          18     4.41237     4.49794   0.0466871
          19     4.53512     4.49989   0.0442709
          20     4.28612      4.4892   0.0433285
          21     4.23827     4.47725   0.0428813
          22     4.18532     4.46398   0.0429363
          23     4.24605     4.45451   0.0421021
          24     4.50882     4.45677   0.0404086
          25     4.67775     4.46561   0.0397473
          26     4.58825     4.47033   0.0384974
          27     4.57565     4.47423   0.0372687
          28     4.40735     4.47184   0.0360141
          29     4.27953     4.46521   0.0353775
          30     4.26902     4.45867   0.0347974
          31     4.64098     4.46455   0.0341683
          32       4.225     4.45706   0.0339107
          33     4.43535     4.45641   0.0328895
          34       4.572     4.45981   0.0320974
          35     4.36213     4.45702   0.0313014
          36     4.02393     4.44499   0.0326619
          37     4.00028     4.43297   0.0339185
          38     4.42245     4.43269   0.0330271
          39     5.05822     4.44873    0.035864
          40     4.28465     4.44463   0.0352012
          41     4.71258     4.45116   0.0349441
          42     4.08557     4.44246   0.0351795
          43     4.03563       4.433   0.0356109
          44     4.41547      4.4326   0.0348038
          45     4.58825     4.43606   0.0342018
          46     4.84028     4.44484   0.0345688
          47     4.07147      4.4369   0.0347341
          48     4.87347       4.446   0.0351811
          49      3.9679     4.43624   0.0357906
          50     3.50457     4.41761   0.0396295
          51      4.1098     4.41157   0.0393094
          52      4.2408     4.40829   0.0386903
          53     3.97087     4.40003   0.0388306
          54     4.16937     4.39576   0.0383458
          55      4.4872     4.39742   0.0376846
          56     4.57565     4.40061   0.0371458
          57     4.12293     4.39573   0.0368122
          58      3.8204     4.38581   0.0374901
          59     4.36407     4.38545   0.0368565
          60      4.7234     4.39108   0.0366701
          61     4.48452     4.39261    0.036101
          62     4.24185     4.39018   0.0356005
          63     4.24627     4.38789   0.0351086
          64     3.89118     4.38013   0.0354075
          65     4.37187     4.38001    0.034863
          66     4.28247     4.37853   0.0343661
          67     4.58115     4.38155   0.0339859
          68     4.12323     4.37775   0.0336978
          69     4.03487     4.37278   0.0335738
          70     4.40655     4.37327   0.0330977
          71     4.24825     4.37151   0.0326783
          72     4.19117       4.369   0.0323203
          73      5.0419     4.37822    0.033166
          74     4.70987      4.3827   0.0330192
          75     3.75658     4.37435   0.0336177
          76      4.1926     4.37196   0.0332603
          77     4.36928     4.37193   0.0328284
          78     4.61598     4.37506   0.0325563
          79     4.61457     4.37809    0.032285
          80     4.94552     4.38518   0.0326513
          81     4.62277     4.38811   0.0323797
          82     4.67985     4.39167   0.0321797
          83     4.32148     4.39083   0.0318031
          84     4.51282     4.39228   0.0314576
          85     4.52937     4.39389   0.0311289
          86     4.11392     4.39063   0.0309367
          87     4.54062     4.39236   0.0306291
          88     4.55737     4.39423   0.0303383
          89     4.60093     4.39656   0.0300862
          90     4.89037     4.40204   0.0302481
          91     4.80022     4.40642   0.0302305
          92     4.60505     4.40858   0.0299789
          93     4.50195     4.40958   0.0296734
          94      4.5194     4.41075   0.0293807
          95     4.63665     4.41313   0.0291675
          96     4.19535     4.41086   0.0289517
          97     4.14547     4.40812   0.0287823
          98     4.53005     4.40937   0.0285154
          99     4.15047     4.40675   0.0283471
         100     3.94692     4.40215   0.0284341
