#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1    0.937583    0.937583           0
           2    0.927992    0.932787  0.00339117
           3    0.926158    0.930578  0.00289247
           4    0.910392    0.925531  0.00487921
           5     1.01521    0.943467     0.01651
           6      0.9282    0.940922    0.013953
           7    0.941675     0.94103   0.0119601
           8    0.977867    0.945634   0.0113168
           9    0.925608    0.943409   0.0102758
          10    0.945825    0.943651  0.00925109
          11    0.999842    0.948759  0.00971862
          12    0.936908    0.947772  0.00895877
          13     1.06356    0.956678   0.0119001
          14    0.961308    0.957009   0.0110547
          15    0.897067    0.953013   0.0110164
          16    0.971133    0.954145   0.0103859
          17    0.940117     0.95332   0.0098077
          18    0.934842    0.952294   0.0093164
          19    0.935517    0.951411  0.00886781
          20      0.9571    0.951695  0.00842898
          21    0.969142    0.952526  0.00806844
          22    0.906025    0.950412  0.00797374
          23    0.966683     0.95112  0.00765838
          24    0.998117    0.953078   0.0075855
          25    0.945858    0.952789  0.00728758
          26    0.959608    0.953051    0.007012
          27    0.899342    0.951062   0.0070288
          28     0.95255    0.951115  0.00677798
          29    0.958367    0.951365  0.00654886
          30    0.934892    0.950816  0.00635355
          31     1.02275    0.953137  0.00655866
          32      0.9493    0.953017   0.0063548
          33    0.962867    0.953315  0.00616923
          34    0.976283    0.953991  0.00602466
          35    0.987667    0.954953  0.00592886
          36    0.892908    0.953229  0.00600944
          37    0.979008    0.953926  0.00588728
          38     0.93735     0.95349  0.00574849
          39    0.880233    0.951612      0.0059
          40    0.994667    0.952688  0.00584986
          41    0.955525    0.952757  0.00570759
          42    0.980875    0.953427  0.00561082
          43     0.97235    0.953867  0.00549757
          44    0.944975    0.953665  0.00537634
          45    0.900683    0.952487  0.00538424
          46    0.956892    0.952583  0.00526804
          47    0.963083    0.952806  0.00516069
          48     1.01392     0.95408  0.00520789
          49    0.967175    0.954347  0.00510846
          50    0.907683    0.953414  0.00509083
          51    0.927908    0.952914  0.00501551
          52    0.936642    0.952601  0.00492881
          53      1.0359    0.954172  0.00508022
          54     1.00576    0.955128  0.00507517
          55     1.02787     0.95645  0.00515237
          56    0.967692    0.956651  0.00506427
          57    0.928883    0.956164   0.0049988
          58    0.936733    0.955829  0.00492383
          59    0.989508      0.9564  0.00487335
          60     1.02348    0.957518  0.00491871
          61    0.945658    0.957323  0.00484192
          62    0.952933    0.957253  0.00476434
          63    0.973083    0.957504  0.00469533
          64    0.881417    0.956315  0.00477011
          65     1.01587    0.957231  0.00478392
          66       0.952    0.957152  0.00471209
          67    0.952533    0.957083  0.00464227
          68    0.985017    0.957494  0.00459214
          69    0.932858    0.957137  0.00453944
          70    0.896508    0.956271  0.00455647
          71    0.940342    0.956046  0.00449782
          72    0.941042    0.955838  0.00444017
          73     1.00809    0.956554  0.00443667
          74    0.984075    0.956926  0.00439228
          75     0.96555    0.957041  0.00433522
          76    0.896483    0.956244  0.00435078
          77     0.97295    0.956461  0.00429969
          78    0.935917    0.956197  0.00425262
          79    0.921908    0.955763  0.00422088
          80     1.04615    0.956893  0.00431669
          81    0.988958    0.957289  0.00428151
          82     1.02073    0.958063  0.00429864
          83    0.913558    0.957527  0.00428016
          84    0.935508    0.957264  0.00423722
          85    0.990542    0.957656  0.00420542
          86     0.92415    0.957266  0.00417453
          87      0.9851    0.957586  0.00413879
          88    0.983333    0.957879  0.00410208
          89    0.957608    0.957876  0.00405599
          90    0.947125    0.957756  0.00401268
          91    0.926583    0.957414  0.00398318
          92    0.876558    0.956535  0.00403568
          93    0.982917    0.956819  0.00400225
          94    0.976908    0.957032  0.00396537
          95     1.02997      0.9578  0.00399726
          96    0.944133    0.957658  0.00395815
          97     1.00202    0.958115  0.00394369
          98    0.988992     0.95843  0.00391601
          99    0.903742    0.957878  0.00391522
         100    0.975125     0.95805  0.00387987
