1 69.7165 69.7165 0
2 62.4787 55.2409 7.23782
3 59.1755 52.569 5.32666
4 57.4865 52.4195 4.12787
5 55.9768 49.9383 3.5359
6 53.6358 41.9304 3.71695
7 52.4155 45.0936 3.37009
8 52.2139 50.803 2.92554
9 51.1125 42.3009 2.80535
10 52.0585 60.5725 2.68159
11 53.4794 67.6892 2.81117
12 52.8288 45.6721 2.64742
13 52.8376 52.9423 2.43529
14 52.7053 50.9856 2.25852
15 51.7393 38.2151 2.31386
16 50.8468 37.4598 2.3412
17 50.6581 47.6395 2.20725
18 50.8123 53.4337 2.08672
19 50.6545 47.8142 1.98014
20 50.1288 40.1399 1.9507
21 50.0661 48.813 1.85655
22 49.6906 41.8033 1.80956
23 50.0616 58.2255 1.76846
24 49.9943 48.4444 1.69451
25 49.4014 35.173 1.73007
26 48.7845 33.3608 1.773
27 48.3093 35.9554 1.771
28 47.8677 35.9442 1.76279
29 47.352 32.912 1.77738
30 47.0535 38.3978 1.74286
31 46.553 31.5383 1.75843
32 46.3031 38.5566 1.72083
33 46.1106 39.9479 1.67895
34 45.8239 36.3658 1.65385
35 45.5086 34.787 1.63657
36 45.756 54.4162 1.60959
37 45.5822 39.3245 1.5751
38 45.2017 31.1212 1.57962
39 44.7165 26.2806 1.61326
40 44.3714 30.9116 1.60984
41 43.9547 27.2873 1.62444
42 43.7162 33.9386 1.60313
43 43.3899 29.685 1.59905
44 43.2296 36.3361 1.57049
45 42.8731 27.1856 1.57605
46 42.5857 29.656 1.56796
47 42.4265 35.1021 1.54247
48 42.1214 27.7815 1.54051
49 41.7562 24.2287 1.55231
50 41.3437 21.1302 1.57589
51 41.1097 29.407 1.56232
52 40.8691 28.598 1.55076
53 40.5451 23.7001 1.55533
54 40.1647 20.0027 1.57295
55 40.0007 31.1458 1.55277
56 39.7405 25.4298 1.54683
57 39.3852 19.489 1.56043
58 39.1055 23.1605 1.5586
59 38.8894 26.3538 1.54713
60 38.8061 33.8956 1.5234
61 38.6429 28.8473 1.50709
62 38.5936 35.5875 1.4834
63 38.3907 25.8102 1.4737
64 38.1598 23.6158 1.46875
65 38.0108 28.474 1.45363
66 37.77 22.1195 1.45155
67 37.5203 21.0364 1.45137
68 37.3832 28.1977 1.43642
69 37.0947 17.4744 1.44456
70 36.9494 26.9263 1.43116
71 36.7938 25.9058 1.41941
72 36.5857 21.8087 1.41495
73 36.4669 27.9144 1.40048
74 36.2996 24.0832 1.39152
75 36.1913 28.1777 1.37711
76 35.9553 18.2579 1.3792
77 35.7608 20.9729 1.37501
78 35.6664 28.402 1.36054
79 35.4503 18.5948 1.36048
80 35.2886 22.5163 1.35306
81 35.1817 26.6272 1.34053
82 35.0553 24.8182 1.33009
83 34.9111 23.0887 1.32186
84 34.7334 19.9796 1.31807
85 34.4898 14.0314 1.32504
86 34.3313 20.8574 1.31911
87 34.1467 18.2733 1.31685
88 33.9672 18.3463 1.31413
89 33.9912 36.1023 1.2995
90 33.847 21.0169 1.29304
91 33.7955 29.1624 1.27979
92 33.6398 19.467 1.27535
93 33.4796 18.7444 1.27169
94 33.3666 22.8581 1.26315
95 33.162 13.9253 1.26643
96 32.9935 16.9858 1.26444
97 32.8645 20.4845 1.25797
98 32.6847 15.2365 1.25799
99 32.5128 15.6731 1.25702
100 32.3083 12.0641 1.26107
101 32.1371 15.0097 1.26022
102 32.0134 19.526 1.25391
103 31.8576 15.9593 1.25142
104 31.7039 15.8743 1.24883
105 31.5683 17.4665 1.24428
106 31.5103 25.4256 1.23385
107 31.4318 23.1074 1.22479
108 31.2519 12.007 1.22665
109 31.0869 13.2595 1.2265
110 30.9041 10.9788 1.22897
111 30.7547 14.3203 1.22698
112 30.583 11.527 1.22804
113 30.4565 16.2923 1.22367
114 30.3198 14.8729 1.22057
115 30.1448 10.1935 1.2225
116 29.9746 10.4028 1.22381
117 29.8553 16.0099 1.21916
118 29.6991 11.4268 1.21883
119 29.5656 13.8147 1.21589
120 29.4261 12.8248 1.21376
121 29.2393 6.81687 1.21811
122 29.0732 8.97682 1.21944
123 28.9215 10.4213 1.21896
124 28.751 7.78085 1.22105
125 28.5852 8.02224 1.22254
126 28.4198 7.74893 1.22402
127 28.244 6.08499 1.22701
128 28.0869 8.13975 1.22748
129 27.9224 6.86539 1.22899
130 27.766 7.59352 1.22948
131 27.6113 7.49252 1.22984
132 27.4582 7.40932 1.23004
133 27.317 8.67522 1.2289
134 27.1637 6.78187 1.22929
135 27.0169 7.3405 1.22895
136 26.8639 6.2032 1.22944
137 26.7257 7.93797 1.22823
138 26.5859 7.4321 1.22729
139 26.438 6.01926 1.22738
140 26.2964 6.61907 1.22677
141 26.1802 9.91584 1.22357
142 26.0485 7.4808 1.22204
143 25.9245 8.31526 1.21978
144 25.812 9.71792 1.2165
145 25.679 6.53114 1.21538
146 25.5648 9.00092 1.21242
147 25.4415 7.44877 1.21043
148 25.3233 7.95008 1.20802
149 25.2032 7.42483 1.20588
150 25.0985 9.49549 1.20238
151 24.9902 8.74097 1.1993
152 24.8796 8.17551 1.19651
153 24.7621 6.91043 1.19445
154 24.6451 6.74937 1.19242
155 24.5304 6.86303 1.19024
156 24.4204 7.36586 1.18769
157 24.3202 8.69433 1.18435
158 24.2301 10.0823 1.18027
159 24.1523 11.8646 1.1754
160 24.0473 7.34627 1.17275
161 23.9797 13.1604 1.1674
162 23.8843 8.5356 1.16408
163 23.7912 8.69734 1.16066
164 23.7075 10.0764 1.15659
165 23.6099 7.59795 1.1537
166 23.5448 12.8068 1.14857
167 23.4646 10.1374 1.14449
168 23.371 7.74765 1.1415
169 23.2807 8.1052 1.13832
170 23.2022 9.94385 1.13432
171 23.1231 9.67374 1.13044
172 23.0316 7.38986 1.12756
173 22.9527 9.38264 1.1238
174 22.8672 8.06348 1.12059
175 22.777 7.09484 1.11781
176 22.7002 9.25878 1.11409
