#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1     -0.3434     -0.3434           0
           2     -0.3447    -0.34405 0.000459619
           3    -0.34092   -0.343007 0.000905309
           4    -0.34018     -0.3423 0.000914084
           5    -0.33908   -0.341656 0.000930882
           6    -0.34702    -0.34255  0.00112596
           7    -0.34288   -0.342597 0.000966098
           8    -0.33944   -0.342202 0.000922425
           9     -0.3357    -0.34148  0.00106597
          10     -0.3407   -0.341402 0.000962224
          11    -0.34382   -0.341622 0.000899508
          12    -0.34002   -0.341488 0.000834394
          13    -0.34062   -0.341422 0.000772879
          14    -0.33866   -0.341224 0.000742418
          15    -0.34668   -0.341588 0.000776925
          16    -0.34246   -0.341642 0.000730276
          17    -0.34532   -0.341859 0.000718644
          18     -0.3485   -0.342228  0.00076761
          19    -0.34336   -0.342287 0.000729519
          20    -0.34496   -0.342421 0.000705176
          21    -0.34902   -0.342735 0.000738298
          22    -0.33862   -0.342548  0.00072805
          23     -0.3452   -0.342663 0.000705466
          24    -0.34082   -0.342587 0.000680241
          25    -0.34282   -0.342596 0.000653095
          26     -0.3414    -0.34255 0.000629594
          27    -0.34556   -0.342661 0.000616066
          28    -0.34394   -0.342707 0.000595754
          29    -0.34126   -0.342657 0.000577297
          30     -0.3429   -0.342665  0.00055811
          31    -0.34122   -0.342619 0.000542051
          32    -0.34236   -0.342611 0.000525172
          33    -0.34256   -0.342609  0.00050926
          34    -0.34588   -0.342705 0.000503286
          35    -0.34446   -0.342755 0.000491397
          36     -0.3416   -0.342723 0.000478794
          37    -0.34096   -0.342676  0.00046822
          38    -0.34628   -0.342771 0.000465406
          39    -0.34356   -0.342791 0.000453913
          40     -0.3483   -0.342928  0.00046299
          41    -0.34454   -0.342968 0.000453363
          42    -0.34744   -0.343074 0.000454901
          43    -0.34284   -0.343069 0.000444354
          44    -0.34356    -0.34308 0.000434396
          45     -0.3449    -0.34312 0.000426621
          46    -0.34172    -0.34309 0.000418432
          47     -0.3442   -0.343114 0.000410195
          48    -0.33592   -0.342964 0.000428152
          49    -0.34218   -0.342948 0.000419713
          50    -0.34506    -0.34299 0.000413439
          51     -0.3448   -0.343025 0.000406853
          52     -0.3453   -0.343069 0.000401373
          53     -0.3403   -0.343017 0.000397186
          54    -0.34148   -0.342989  0.00039085
          55    -0.34028   -0.342939 0.000386833
          56    -0.34322   -0.342944 0.000379958
          57    -0.34158    -0.34292 0.000374045
          58     -0.3405   -0.342879 0.000369917
          59    -0.34286   -0.342878 0.000363647
          60    -0.34376   -0.342893 0.000357883
          61    -0.34598   -0.342944 0.000355576
          62     -0.3428   -0.342941 0.000349848
          63     -0.3418   -0.342923 0.000344764
          64    -0.34058   -0.342887 0.000341316
          65    -0.34204   -0.342874 0.000336313
          66     -0.3421   -0.342862 0.000331421
          67    -0.34638   -0.342914 0.000330609
          68    -0.34248   -0.342908 0.000325808
          69    -0.34184   -0.342892 0.000321454
          70    -0.34258   -0.342888 0.000316893
          71    -0.34068   -0.342857 0.000313952
          72    -0.34498   -0.342886 0.000310973
          73     -0.3463   -0.342933 0.000310209
          74    -0.34626   -0.342978 0.000309257
          75     -0.3467   -0.343028  0.00030909
          76    -0.33908   -0.342976 0.000309357
          77     -0.3438   -0.342986 0.000305524
          78    -0.33884   -0.342933 0.000306197
          79    -0.34388   -0.342945 0.000302556
          80    -0.34428   -0.342962 0.000299234
          81     -0.3486   -0.343032 0.000303527
          82     -0.3449   -0.343054 0.000300679
          83     -0.3414   -0.343034 0.000297717
          84     -0.3463   -0.343073   0.0002967
          85     -0.3364   -0.342995 0.000303419
          86    -0.34278   -0.342992 0.000299901
          87      -0.344   -0.343004 0.000296677
          88    -0.34556   -0.343033 0.000294724
          89    -0.33858   -0.342983 0.000295629
          90    -0.34534   -0.343009 0.000293502
          91    -0.34252   -0.343004 0.000290326
          92     -0.3467   -0.343044 0.000289937
          93    -0.34126   -0.343025 0.000287453
          94     -0.3345   -0.342934 0.000298358
          95     -0.3448   -0.342954 0.000295863
          96    -0.34672   -0.342993 0.000295371
          97     -0.3402   -0.342964 0.000293726
          98    -0.34212   -0.342956 0.000290855
          99    -0.34694   -0.342996 0.000290689
         100    -0.34174   -0.342983 0.000288053
