#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1     -0.9393     -0.9393           0
           2    -0.94646    -0.94288  0.00253144
           3    -0.92546   -0.937073  0.00503253
           4    -0.93976   -0.937745  0.00381896
           5    -0.94644   -0.939484  0.00342831
           6     -0.9429   -0.940053  0.00290382
           7    -0.94618   -0.940929  0.00261757
           8    -0.93748   -0.940498   0.0023256
           9    -0.92094   -0.938324  0.00291046
          10    -0.94158    -0.93865  0.00263756
          11      -0.933   -0.938136  0.00244728
          12    -0.93452   -0.937835  0.00226182
          13    -0.91638   -0.936185   0.0026217
          14    -0.92288   -0.935234  0.00260098
          15    -0.93088   -0.934944  0.00244373
          16     -0.9211   -0.934079  0.00243937
          17      -0.929    -0.93378   0.0023141
          18    -0.92132   -0.933088  0.00228673
          19     -0.9197   -0.932383  0.00227234
          20     -0.9459   -0.933059  0.00225699
          21     -0.9283   -0.932832  0.00216086
          22    -0.94018   -0.933166  0.00208829
          23     -0.9363   -0.933303  0.00200194
          24    -0.92698   -0.933039  0.00193578
          25    -0.93964   -0.933303  0.00187627
          26    -0.93588   -0.933402  0.00180672
          27    -0.93638   -0.933513  0.00174317
          28    -0.94006   -0.933746  0.00169652
          29    -0.94698   -0.934203  0.00169828
          30    -0.92382   -0.933857  0.00167657
          31     -0.9305   -0.933748  0.00162598
          32     -0.9315   -0.933678  0.00157668
          33    -0.92592   -0.933443  0.00154633
          34    -0.93474   -0.933481  0.00150132
          35    -0.93312   -0.933471  0.00145846
          36    -0.93388   -0.933482    0.001418
          37    -0.94296   -0.933738  0.00140262
          38    -0.92594   -0.933533  0.00138064
          39    -0.92908   -0.933419  0.00134995
          40    -0.93212   -0.933387  0.00131659
          41     -0.9332   -0.933382  0.00128449
          42    -0.93502   -0.933421   0.0012545
          43    -0.94418   -0.933671  0.00125003
          44    -0.92998   -0.933587  0.00122443
          45    -0.94436   -0.933827   0.0012204
          46    -0.94322   -0.934031  0.00121083
          47    -0.93458   -0.934043  0.00118512
          48     -0.9481   -0.934335  0.00119607
          49    -0.93462   -0.934341  0.00117168
          50     -0.9369   -0.934392  0.00114936
          51     -0.9323   -0.934351  0.00112756
          52     -0.9322    -0.93431  0.00110663
          53     -0.9185   -0.934012  0.00112524
          54    -0.94702   -0.934253  0.00112989
          55     -0.9167   -0.933933  0.00115354
          56    -0.93996   -0.934041  0.00113795
          57       -0.93    -0.93397  0.00112019
          58    -0.94026   -0.934079  0.00110611
          59    -0.93344   -0.934068  0.00108742
          60     -0.9382   -0.934137  0.00107147
          61    -0.94068   -0.934244  0.00105926
          62    -0.93732   -0.934294  0.00104334
          63    -0.92964    -0.93422  0.00102939
          64     -0.9438   -0.934369  0.00102413
          65    -0.93566   -0.934389  0.00100857
          66    -0.93474   -0.934395 0.000993303
          67    -0.92938    -0.93432 0.000981293
          68      -0.929   -0.934241 0.000969976
          69    -0.93082   -0.934192 0.000957185
          70     -0.9333   -0.934179 0.000943595
          71     -0.9395   -0.934254 0.000933276
          72    -0.92426   -0.934115 0.000930579
          73     -0.9261   -0.934005 0.000924287
          74    -0.94064   -0.934095 0.000916134
          75    -0.92538   -0.933979 0.000911259
          76    -0.93008   -0.933928 0.000900711
          77    -0.94006   -0.934007 0.000892528
          78    -0.94694   -0.934173 0.000896354
          79     -0.9376   -0.934216 0.000886056
          80    -0.94574   -0.934361 0.000886612
          81    -0.93594    -0.93438  0.00087588
          82    -0.92954   -0.934321 0.000867185
          83    -0.94336    -0.93443 0.000863549
          84    -0.93934   -0.934488 0.000855244
          85    -0.92524    -0.93438 0.000852076
          86     -0.9358   -0.934396 0.000842328
          87     -0.9241   -0.934278 0.000840918
          88    -0.92252   -0.934144  0.00084191
          89    -0.93618   -0.934167 0.000832761
          90    -0.93734   -0.934202 0.000824254
          91    -0.94088   -0.934276 0.000818456
          92    -0.94052   -0.934343  0.00081237
          93    -0.92814   -0.934277 0.000806368
          94     -0.9359   -0.934294 0.000797975
          95    -0.93492   -0.934301 0.000789602
          96    -0.94042   -0.934364 0.000783946
          97     -0.9398    -0.93442 0.000777864
          98    -0.93962   -0.934473 0.000771734
          99    -0.93414    -0.93447 0.000763946
         100    -0.93536   -0.934479 0.000756359
