#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.39176    -0.39176           0
           2     -0.3941    -0.39293 0.000827315
           3     -0.3884    -0.39142  0.00135065
           4    -0.39392   -0.392045  0.00114853
           5    -0.39242    -0.39212 0.000921269
           6    -0.39346   -0.392343 0.000794333
           7    -0.39302    -0.39244 0.000686714
           8    -0.39232   -0.392425 0.000601038
           9    -0.39178   -0.392353 0.000538512
          10    -0.39222    -0.39234 0.000484826
          11     -0.3974     -0.3928 0.000621792
          12     -0.3941   -0.392908 0.000579336
          13     -0.3921   -0.392846 0.000538098
          14     -0.3947   -0.392979 0.000515698
          15    -0.39574   -0.393163 0.000513127
          16    -0.39222   -0.393104 0.000484427
          17     -0.3963   -0.393292 0.000491064
          18    -0.39568   -0.393424 0.000481373
          19    -0.39368   -0.393438 0.000456225
          20    -0.39684   -0.393608 0.000464044
          21    -0.39754   -0.393795 0.000478232
          22    -0.39462   -0.393833 0.000457961
          23    -0.39634   -0.393942 0.000450837
          24    -0.39308   -0.393906  0.00043348
          25    -0.39022   -0.393758   0.0004405
          26     -0.3936   -0.393752   0.0004236
          27    -0.39494   -0.393796 0.000410189
          28    -0.39206   -0.393734 0.000400199
          29    -0.39568   -0.393801 0.000391983
          30    -0.39364   -0.393796 0.000378953
          31     -0.3929   -0.393767  0.00036783
          32    -0.39748   -0.393883 0.000374188
          33     -0.3949   -0.393914 0.000364115
          34    -0.39504   -0.393947 0.000354909
          35    -0.39352   -0.393935 0.000344979
          36      -0.392   -0.393881 0.000339557
          37    -0.39634   -0.393948  0.00033682
          38    -0.39672   -0.394021 0.000335765
          39     -0.3939   -0.394017  0.00032717
          40    -0.39956   -0.394156 0.000347095
          41     -0.3979   -0.394247 0.000350436
          42    -0.39728    -0.39432 0.000349452
          43    -0.39562    -0.39435 0.000342632
          44    -0.39218     -0.3943 0.000338375
          45    -0.39316   -0.394275 0.000331803
          46    -0.39484   -0.394287 0.000324817
          47     -0.3944    -0.39429 0.000317915
          48    -0.39028   -0.394206  0.00032208
          49    -0.39198   -0.394161 0.000318695
          50    -0.39278   -0.394133 0.000313516
          51    -0.39806    -0.39421 0.000316682
          52    -0.39566   -0.394238 0.000311817
          53    -0.39208   -0.394197 0.000308581
          54    -0.39816   -0.394271 0.000311469
          55    -0.38754   -0.394148  0.00032897
          56    -0.39566   -0.394175 0.000324201
          57    -0.39448   -0.394181 0.000318557
          58    -0.39148   -0.394134  0.00031645
          59    -0.39266   -0.394109 0.000312071
          60    -0.39614   -0.394143   0.0003087
          61    -0.39658   -0.394183 0.000306214
          62    -0.39654   -0.394221 0.000303625
          63    -0.39488   -0.394231 0.000298986
          64    -0.39088   -0.394179 0.000298865
          65    -0.39052   -0.394123 0.000299522
          66    -0.39418   -0.394124 0.000294985
          67    -0.39342   -0.394113 0.000290769
          68    -0.39818   -0.394173 0.000292579
          69     -0.3916   -0.394136 0.000290705
          70    -0.39602   -0.394163 0.000287796
          71    -0.39248   -0.394139 0.000284717
          72     -0.3944   -0.394142 0.000280785
          73    -0.39438   -0.394146 0.000276958
          74     -0.3952    -0.39416 0.000273581
          75    -0.39708   -0.394199  0.00027269
          76    -0.39044   -0.394149  0.00027355
          77    -0.39708   -0.394188 0.000272633
          78    -0.39206    -0.39416 0.000270498
          79    -0.39296   -0.394145 0.000267501
          80    -0.39992   -0.394217 0.000273724
          81    -0.39654   -0.394246 0.000271842
          82    -0.39448   -0.394249 0.000268542
          83    -0.39254   -0.394228 0.000266095
          84    -0.39786   -0.394271 0.000266416
          85     -0.3894   -0.394214 0.000269376
          86    -0.39228   -0.394192 0.000267181
          87    -0.39786   -0.394234 0.000267416
          88    -0.39742    -0.39427 0.000266817
          89     -0.3909   -0.394232 0.000266492
          90    -0.39942    -0.39429 0.000269693
          91    -0.39838   -0.394335 0.000270449
          92    -0.39734   -0.394367 0.000269475
          93    -0.39882   -0.394415 0.000270797
          94    -0.39264   -0.394396 0.000268574
          95     -0.3943   -0.394395 0.000265749
          96    -0.39464   -0.394398 0.000262993
          97    -0.38934   -0.394346 0.000265401
          98    -0.39506   -0.394353 0.000262793
          99    -0.39624   -0.394372 0.000260828
         100    -0.39094   -0.394338 0.000260468
