#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1     -0.9738     -0.9738           0
           2     -0.9659    -0.96985  0.00279307
           3    -0.96724    -0.96898  0.00199294
           4    -0.98448   -0.972855  0.00367367
           5    -0.97576   -0.973436  0.00298453
           6    -0.97992   -0.974517  0.00267561
           7     -0.9809   -0.975429  0.00244384
           8    -0.96734   -0.974418  0.00233818
           9    -0.96594   -0.973476  0.00226016
          10     -0.9768   -0.973808  0.00205845
          11    -0.97132   -0.973582  0.00188371
          12    -0.97344    -0.97357  0.00172677
          13     -0.9664   -0.973018  0.00167971
          14     -0.9629   -0.972296  0.00170816
          15      -0.972   -0.972276   0.0015944
          16    -0.95412   -0.971141  0.00185512
          17     -0.9725   -0.971221  0.00174771
          18    -0.97506   -0.971434  0.00166358
          19    -0.97458     -0.9716  0.00158424
          20     -0.9779   -0.971915  0.00153602
          21    -0.97722   -0.972168  0.00148351
          22     -0.9749   -0.972292  0.00142126
          23    -0.98492   -0.972841  0.00146168
          24    -0.97146   -0.972783  0.00140191
          25    -0.96706   -0.972554   0.0013644
          26    -0.96592   -0.972299  0.00133557
          27    -0.97872   -0.972537   0.0013071
          28    -0.98484   -0.972976  0.00133223
          29    -0.96228   -0.972608  0.00133637
          30     -0.9737   -0.972644  0.00129232
          31    -0.97644   -0.972766  0.00125642
          32     -0.9823   -0.973064  0.00125198
          33    -0.95636   -0.972558  0.00131239
          34    -0.97084   -0.972508  0.00127476
          35    -0.95696   -0.972063  0.00131346
          36    -0.97756   -0.972216  0.00128582
          37    -0.98054   -0.972441   0.0012706
          38    -0.96624   -0.972278   0.0012476
          39    -0.97766   -0.972416  0.00122321
          40     -0.9768   -0.972526  0.00119753
          41    -0.96566   -0.972358  0.00117998
          42     -0.9694   -0.972288  0.00115398
          43    -0.98482   -0.972579  0.00116337
          44     -0.9742   -0.972616  0.00113751
          45     -0.9854     -0.9729  0.00114716
          46    -0.98138   -0.973084  0.00113694
          47    -0.97422   -0.973109    0.001113
          48    -0.98482   -0.973353  0.00111624
          49    -0.97548   -0.973396   0.0010943
          50    -0.97858     -0.9735  0.00107732
          51    -0.97944   -0.973616  0.00106247
          52     -0.9857   -0.973848  0.00106715
          53     -0.9695   -0.973766  0.00105016
          54     -0.9748   -0.973786  0.00103089
          55    -0.98276   -0.973949  0.00102498
          56    -0.98702   -0.974182  0.00103291
          57    -0.97252   -0.974153   0.0010152
          58    -0.97398    -0.97415 0.000997703
          59     -0.9505   -0.973749  0.00105826
          60    -0.98808   -0.973988  0.00106723
          61    -0.97774    -0.97405  0.00105151
          62    -0.97654    -0.97409  0.00103532
          63    -0.96308   -0.973915  0.00103353
          64    -0.98268   -0.974052  0.00102641
          65     -0.9609    -0.97385  0.00103037
          66    -0.97838   -0.973918  0.00101704
          67    -0.97862   -0.973988  0.00100428
          68    -0.96602   -0.973871 0.000996326
          69     -0.9654   -0.973748 0.000989422
          70     -0.9643   -0.973613 0.000984451
          71    -0.96994   -0.973562 0.000971944
          72    -0.96662   -0.973465 0.000963215
          73    -0.98874   -0.973675 0.000972482
          74    -0.99302   -0.973936 0.000993858
          75    -0.97768   -0.973986 0.000981859
          76    -0.97536   -0.974004 0.000969107
          77     -0.9784   -0.974061 0.000958201
          78    -0.98002   -0.974137 0.000948957
          79    -0.98144    -0.97423 0.000941436
          80    -0.97908   -0.974291 0.000931618
          81    -0.98308   -0.974399 0.000926415
          82     -0.9849   -0.974527 0.000923926
          83    -0.98194   -0.974616 0.000917101
          84    -0.97036   -0.974566 0.000907582
          85     -0.9828   -0.974663  0.00090206
          86    -0.96038   -0.974497  0.00090673
          87    -0.96534   -0.974391 0.000902395
          88    -0.96422   -0.974276 0.000899512
          89    -0.96534   -0.974175 0.000894991
          90    -0.97788   -0.974216 0.000885993
          91     -0.9822   -0.974304  0.00088059
          92    -0.98402    -0.97441 0.000877328
          93    -0.96296   -0.974287  0.00087649
          94    -0.98448   -0.974395 0.000873848
          95    -0.96438    -0.97429 0.000870985
          96    -0.96598   -0.974203 0.000866203
          97    -0.96788   -0.974138 0.000859723
          98    -0.98222    -0.97422 0.000854896
          99    -0.96788   -0.974156 0.000848657
         100    -0.97032   -0.974118 0.000841037
