#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.48172    -0.48172           0
           2    -0.48336    -0.48254 0.000579828
           3    -0.48282   -0.482633 0.000393992
           4    -0.48536   -0.483315 0.000660166
           5     -0.4822   -0.483092 0.000564542
           6    -0.48098    -0.48274 0.000569717
           7     -0.4832   -0.482806 0.000492104
           8    -0.48184   -0.482685 0.000445151
           9     -0.4817   -0.482576 0.000408922
          10    -0.47896   -0.482214 0.000503087
          11    -0.48226   -0.482218 0.000457369
          12    -0.48314   -0.482295 0.000425657
          13    -0.48102   -0.482197 0.000404055
          14    -0.47958    -0.48201 0.000416191
          15     -0.4844   -0.482169 0.000417833
          16    -0.48556   -0.482381 0.000442205
          17    -0.48164   -0.482338 0.000418337
          18     -0.4857   -0.482524 0.000434805
          19     -0.4815   -0.482471  0.00041525
          20    -0.48482   -0.482588 0.000410769
          21    -0.48532   -0.482718 0.000411294
          22    -0.48478   -0.482812 0.000403136
          23    -0.48398   -0.482863 0.000388794
          24    -0.48138   -0.482801 0.000377471
          25    -0.48274   -0.482798  0.00036238
          26     -0.4797   -0.482679 0.000367514
          27    -0.47986   -0.482575 0.000368437
          28    -0.48054   -0.482502 0.000362375
          29     -0.4778    -0.48234 0.000384447
          30    -0.48408   -0.482398 0.000375982
          31    -0.48354   -0.482435 0.000365653
          32     -0.4876   -0.482596 0.000388222
          33     -0.4856   -0.482687 0.000386981
          34    -0.48372   -0.482718 0.000376789
          35    -0.48548   -0.482797 0.000374198
          36    -0.48294   -0.482801 0.000363825
          37    -0.48302   -0.482806  0.00035404
          38     -0.4853   -0.482872 0.000350752
          39     -0.4808   -0.482819 0.000345759
          40     -0.4819   -0.482796 0.000337877
          41    -0.48326   -0.482807 0.000329826
          42    -0.48404   -0.482837 0.000323276
          43    -0.47802   -0.482725 0.000334602
          44     -0.4807   -0.482679 0.000330147
          45    -0.48426   -0.482714 0.000324675
          46     -0.4828   -0.482716 0.000317622
          47     -0.4823   -0.482707 0.000310987
          48    -0.47952    -0.48264 0.000311515
          49    -0.48178   -0.482623 0.000305652
          50      -0.477    -0.48251 0.000319558
          51    -0.48628   -0.482584 0.000321727
          52    -0.48516   -0.482634  0.00031933
          53    -0.48086     -0.4826 0.000315054
          54    -0.48024   -0.482557 0.000312237
          55    -0.48104   -0.482529 0.000307775
          56    -0.48442   -0.482563 0.000304126
          57     -0.4813   -0.482541 0.000299596
          58    -0.48364    -0.48256  0.00029503
          59    -0.48018   -0.482519 0.000292773
          60    -0.48846   -0.482618 0.000304175
          61     -0.4848   -0.482654 0.000301284
          62    -0.48338   -0.482666 0.000296652
          63    -0.48274   -0.482667 0.000291946
          64    -0.47916   -0.482612 0.000292481
          65    -0.48234   -0.482608 0.000288011
          66     -0.4841   -0.482631 0.000284533
          67    -0.48296   -0.482636 0.000280329
          68    -0.48644   -0.482691 0.000281734
          69    -0.48034   -0.482657 0.000279705
          70    -0.48406   -0.482677 0.000276426
          71    -0.48238   -0.482673 0.000272564
          72    -0.47792   -0.482607 0.000276658
          73    -0.48206     -0.4826  0.00027297
          74     -0.4806   -0.482573 0.000270615
          75     -0.4841   -0.482593 0.000267772
          76    -0.48108   -0.482573 0.000264988
          77    -0.48408   -0.482593 0.000262268
          78    -0.48044   -0.482565 0.000260354
          79    -0.48302   -0.482571 0.000257122
          80    -0.48764   -0.482634 0.000261599
          81    -0.48722   -0.482691 0.000264425
          82     -0.4831   -0.482696 0.000261247
          83    -0.47906   -0.482652 0.000261746
          84     -0.4849   -0.482679 0.000259995
          85    -0.47688   -0.482611 0.000265736
          86    -0.47966   -0.482576 0.000264851
          87    -0.48438   -0.482597 0.000262617
          88    -0.48136   -0.482583 0.000260009
          89    -0.48108   -0.482566 0.000257635
          90    -0.48542   -0.482598 0.000256717
          91    -0.48278     -0.4826 0.000253903
          92     -0.4844   -0.482619 0.000251896
          93    -0.48238   -0.482617 0.000249201
          94    -0.48078   -0.482597 0.000247315
          95    -0.48646   -0.482638 0.000248032
          96    -0.48054   -0.482616 0.000246409
          97    -0.48074   -0.482597 0.000244626
          98    -0.48526   -0.482624 0.000243635
          99    -0.48302   -0.482628 0.000241207
         100    -0.48442   -0.482646  0.00023946
