#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.80872    -0.80872           0
           2     -0.8018    -0.80526  0.00244659
           3     -0.8029   -0.804473  0.00175297
           4    -0.80932   -0.805685  0.00168215
           5    -0.79864   -0.804276  0.00184369
           6      -0.809   -0.805063  0.00169621
           7    -0.80684   -0.805317  0.00147276
           8    -0.79942    -0.80458  0.00146154
           9    -0.80692    -0.80484  0.00132207
          10     -0.8001   -0.804366    0.001272
          11    -0.79858    -0.80384  0.00126044
          12    -0.81058   -0.804402  0.00127442
          13    -0.81116   -0.804922  0.00127803
          14    -0.80268   -0.804761  0.00119673
          15    -0.80368   -0.804689  0.00111912
          16    -0.80354   -0.804618  0.00105147
          17    -0.80108   -0.804409     0.00101
          18    -0.81018    -0.80473  0.00100348
          19    -0.80404   -0.804694 0.000951324
          20    -0.80416   -0.804667 0.000904132
          21    -0.80056   -0.804471 0.000881976
          22    -0.80292   -0.804401 0.000844701
          23    -0.80284   -0.804333 0.000810697
          24    -0.80128   -0.804206 0.000786835
          25     -0.8099   -0.804434 0.000787638
          26    -0.80468   -0.804443 0.000757401
          27    -0.79852   -0.804224 0.000760455
          28     -0.8074   -0.804337 0.000741709
          29    -0.81524   -0.804713 0.000805803
          30    -0.80586   -0.804751 0.000779849
          31     -0.8013    -0.80464 0.000762599
          32    -0.79876   -0.804456 0.000760583
          33     -0.8072   -0.804539 0.000742065
          34    -0.80684   -0.804607 0.000723318
          35    -0.81324   -0.804854 0.000743519
          36    -0.79588   -0.804604 0.000763508
          37     -0.8086   -0.804712 0.000750471
          38    -0.79992   -0.804586 0.000741243
          39    -0.79968   -0.804461 0.000732834
          40    -0.81456   -0.804713  0.00075676
          41    -0.79952   -0.804586 0.000748827
          42    -0.80814   -0.804671 0.000735762
          43    -0.80336    -0.80464 0.000719283
          44     -0.8006   -0.804549 0.000708773
          45    -0.80482   -0.804555 0.000693048
          46     -0.8074   -0.804617 0.000680736
          47    -0.80152   -0.804551 0.000669433
          48    -0.80922   -0.804648 0.000662517
          49     -0.8047   -0.804649 0.000648997
          50    -0.80882   -0.804732 0.000641356
          51    -0.81322   -0.804899 0.000650014
          52    -0.80052   -0.804815 0.000642945
          53    -0.80038   -0.804731 0.000636235
          54    -0.80552   -0.804746 0.000624621
          55    -0.79374   -0.804545  0.00064452
          56    -0.80674   -0.804585 0.000634201
          57    -0.80528   -0.804597 0.000623192
          58    -0.80628   -0.804626 0.000613122
          59    -0.80566   -0.804643 0.000602981
          60    -0.81172   -0.804761 0.000604356
          61     -0.8053    -0.80477 0.000594513
          62    -0.80656   -0.804799 0.000585625
          63    -0.80736    -0.80484 0.000577738
          64    -0.80838   -0.804895 0.000571353
          65    -0.80904   -0.804959 0.000566111
          66    -0.80632   -0.804979 0.000557909
          67    -0.81038    -0.80506 0.000555374
          68    -0.80306   -0.805031 0.000547985
          69    -0.79856   -0.804937 0.000548009
          70    -0.79956    -0.80486 0.000545536
          71    -0.80348   -0.804841 0.000538199
          72    -0.80422   -0.804832 0.000530793
          73    -0.81028   -0.804907 0.000528742
          74    -0.80212   -0.804869 0.000522936
          75     -0.8018   -0.804828 0.000517562
          76    -0.79878   -0.804748 0.000516834
          77    -0.79876   -0.804671  0.00051594
          78    -0.81388   -0.804789 0.000522661
          79    -0.80282   -0.804764 0.000516638
          80    -0.81264   -0.804862 0.000519476
          81    -0.79992   -0.804801 0.000516634
          82    -0.80466     -0.8048 0.000510336
          83    -0.80548   -0.804808 0.000504254
          84    -0.80256   -0.804781  0.00049896
          85     -0.8031   -0.804761 0.000493482
          86    -0.80058   -0.804713 0.000490133
          87    -0.80242   -0.804686 0.000485207
          88    -0.80472   -0.804687 0.000479693
          89    -0.80418   -0.804681 0.000474337
          90    -0.80836   -0.804722 0.000470825
          91      -0.804   -0.804714 0.000465718
          92    -0.80646   -0.804733 0.000461042
          93    -0.80616   -0.804748  0.00045634
          94    -0.81136   -0.804819 0.000456874
          95     -0.8047   -0.804817 0.000452067
          96    -0.80106   -0.804778 0.000449049
          97    -0.80406   -0.804771  0.00044448
          98     -0.8073   -0.804797 0.000440694
          99    -0.80314    -0.80478  0.00043656
         100    -0.80408   -0.804773  0.00043225
