#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.99364    -0.99364           0
           2    -0.99276     -0.9932 0.000311127
           3     -0.9897   -0.992033   0.0009749
           4    -0.99362    -0.99243 0.000807852
           5     -0.9954   -0.993024 0.000836629
           6    -0.99834    -0.99391  0.00106782
           7    -0.98886   -0.993189  0.00113306
           8     -0.9934   -0.993215 0.000991739
           9    -0.99964   -0.993929  0.00110911
          10    -0.99956   -0.994492  0.00113216
          11    -0.99632   -0.994658  0.00104136
          12    -0.99952   -0.995063  0.00103039
          13    -0.99186   -0.994817 0.000980148
          14    -0.99952   -0.995153 0.000965992
          15    -0.99836   -0.995367 0.000924952
          16     -0.9879     -0.9949 0.000977805
          17     -0.9927   -0.994771 0.000928812
          18    -0.99968   -0.995043 0.000916382
          19    -0.99672   -0.995132  0.00087239
          20    -0.99946   -0.995348 0.000855194
          21     -0.9958    -0.99537 0.000814741
          22    -0.99948   -0.995556 0.000798844
          23    -0.99922   -0.995716 0.000779831
          24     -0.9991   -0.995857 0.000759981
          25    -0.99954   -0.996004 0.000743726
          26    -0.99644   -0.996021  0.00071531
          27    -0.99964   -0.996155 0.000701264
          28    -0.99726   -0.996194 0.000677329
          29    -0.99524   -0.996161 0.000654772
          30     -0.9994   -0.996269 0.000641783
          31     -0.9987   -0.996348 0.000625852
          32     -0.9992   -0.996437 0.000612608
          33    -0.99318   -0.996338 0.000601942
          34    -0.99984   -0.996441 0.000592984
          35    -0.99258   -0.996331 0.000586213
          36    -0.99746   -0.996362 0.000570768
          37    -0.99782   -0.996402   0.0005567
          38    -0.99946   -0.996482 0.000547837
          39    -0.99982   -0.996568 0.000540434
          40    -0.99796   -0.996603 0.000528043
          41     -0.9959   -0.996585 0.000515442
          42    -0.98604   -0.996334 0.000560999
          43    -0.99712   -0.996353  0.00054825
          44    -0.99512   -0.996325 0.000536505
          45    -0.99716   -0.996343 0.000524904
          46    -0.99408   -0.996294 0.000515793
          47    -0.99686   -0.996306  0.00050496
          48     -0.9971   -0.996323  0.00049471
          49    -0.99774   -0.996351 0.000485459
          50    -0.98896   -0.996204 0.000497749
          51    -0.99862   -0.996251 0.000490239
          52    -0.99864   -0.996297  0.00048296
          53    -0.99768   -0.996323 0.000474552
          54    -0.99688   -0.996333 0.000465876
          55    -0.99248   -0.996263 0.000462643
          56    -0.99728   -0.996281 0.000454738
          57    -0.99854   -0.996321 0.000448483
          58    -0.99902   -0.996368 0.000443158
          59    -0.99844   -0.996403 0.000437037
          60    -0.99784   -0.996427 0.000430409
          61    -0.99978   -0.996482 0.000426849
          62    -0.99488   -0.996456 0.000420746
          63     -0.9861   -0.996291  0.00044502
          64    -0.99896   -0.996333 0.000440016
          65    -0.99858   -0.996368 0.000434602
          66      -0.999   -0.996408 0.000429843
          67     -0.9996   -0.996455  0.00042606
          68    -0.99918   -0.996495 0.000421675
          69     -0.9941   -0.996461  0.00041699
          70    -0.99394   -0.996425 0.000412585
          71     -0.9968    -0.99643 0.000406808
          72    -0.99928   -0.996469 0.000403079
          73    -0.99934   -0.996509 0.000399471
          74    -0.99868   -0.996538 0.000395148
          75    -0.99888   -0.996569 0.000391112
          76     -0.9967   -0.996571 0.000385969
          77    -0.98772   -0.996456 0.000397705
          78    -0.99736   -0.996468 0.000392775
          79    -0.99542   -0.996454 0.000388027
          80     -0.9987   -0.996483 0.000384191
          81    -0.99646   -0.996482 0.000379448
          82    -0.99908   -0.996514 0.000376141
          83    -0.98988   -0.996434 0.000380006
          84    -0.99966   -0.996472 0.000377418
          85    -0.99616   -0.996469 0.000372995
          86    -0.99754   -0.996481 0.000368866
          87     -0.9843   -0.996341 0.000390296
          88    -0.99896   -0.996371 0.000386993
          89    -0.99168   -0.996318 0.000386218
          90    -0.99194    -0.99627 0.000384978
          91    -0.99498   -0.996255 0.000381008
          92    -0.99794   -0.996274 0.000377307
          93    -0.99622   -0.996273  0.00037325
          94    -0.99962   -0.996309 0.000370973
          95    -0.99974   -0.996345 0.000368823
          96    -0.99972    -0.99638 0.000366653
          97    -0.99786   -0.996395  0.00036319
          98    -0.99722   -0.996404 0.000359581
          99    -0.99688   -0.996408 0.000355982
         100    -0.99936   -0.996438 0.000353643
